INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,IDFCFIRSTB, 29/09/2026 ,88.46,89.75,85.57,85.73,37211300.0,369225043.25,,456.0,414.0
,JUBLFOOD  ,28/07/2026,422.0,429.4,421.95,428.5,7423750.0,3596128312.5,8437500.0,6750.0,4169.0
FUTSTK    ,UNITDSPR  ,,1497.8,1517.0,1497.8,1500.3,34800.0,38563520.0,25600.0,64.0,60.0
FUTSTK    ,NHPC      ,29/09/2026,77.94,78.48,77.4,78.41,2230950.0,53564692.5,688050.0,99.0,84.0
FUTSTK    ,MARUTI    ,25/08/2026,13540.0,13669.0,13444.0,13650.0,1950550.0,,969800.0,19396.0,14865.0
FUTSTK    , BPCL       ,25/08/2026,318.0,,314.8,318.6,36306425.0,4820188160.0,15171950.0,7682.0,5056.0
FUTSTK    , KOTAKBANK  ,29/09/2026,391.55,393.15,389.0,390.3,33018000.0,152210900.0,390000.0,195.0,184.0
FUTSTK    ,CUMMINSIND,28/07/2026,5613.5,5654.0,5595.5,,1847400.0,,1091200.0,5456.0,3688.0
,HEROMOTOCO,28/07/2026,5041.3,5125.1,5030.5,5112.7,1257000.0,7793722560.0,1529400.0,10196.0,7907.0
FUTSTK    ,MARUTI    ,28/07/2026,,13739.0,13512.0,13719.0,,10661809700.0,781500.0,15630.0,11984.0
 FUTSTK     ,HAL       ,29/09/2026,4634.0,4689.0,4624.6,,465000.0,203766735.0,,291.0,252.0
FUTSTK    ,ADANIPORTS,29/09/2026,1796.0,1798.6,1775.2,1791.9,2158400.0,1144768620.0,639825.0,1347.0,
FUTSTK    ,BANKBARODA,25/08/2026,244.0,249.35,243.35,245.7,115756875.0,11385396067.5,46171125.0,15785.0,11501.0
,SBICARD   ,25/08/2026,628.65,646.2,621.15,643.2,21335200.0,6346876200.0,10019200.0,12524.0,9594.0
 FUTSTK     ,ICICIGI   ,25/08/2026,1667.1,1696.9,1662.1,1680.4,4895150.0,2696085925.0,1600950.0,4926.0,4185.0
FUTSTK    ,UNOMINDA  , 28/07/2026 ,1132.2,1166.0,,1162.9,1114300.0,1551029645.0,1347500.0,2450.0,2180.0
FUTSTK    , nan ,25/08/2026,2169.0,,2166.3,2186.1,15730800.0,13446879030.0,6148200.0,20494.0,15790.0
FUTSTK    ,OIL       ,25/08/2026,439.3,442.6,435.0,,15353800.0,2602240830.0,5913600.0,4224.0,3616.0
 FUTSTK     ,BAJAJHLDNG,25/08/2026,,10887.0,10670.0,10864.0,,1176265425.0,108975.0,1453.0,1218.0
FUTSTK    , IEX        , 25/08/2026 ,125.6,130.37,125.6,127.68,,5009823964.5,39232650.0,9019.0,6221.0
FUTSTK    ,UPL       ,29/09/2026,616.95,618.35,613.25,615.85,188345.0,32551571.5,52845.0,39.0,39.0
FUTSTK    ,ADANIGREEN,25/08/2026,1420.0,1427.0,1397.7,1408.3,22130400.0,11925837360.0,8477400.0,14129.0,8308.0
FUTSTK    , BAJFINANCE ,25/08/2026,1038.0,1056.2,1035.0,1053.2,61882500.0,23753887050.0,22695750.0,30261.0,21210.0
,BHARTIARTL,,1893.3,1917.5,1890.0,1906.5,12198475.0,16797717362.5,8824550.0,18578.0,11207.0
 FUTSTK     ,BRITANNIA , 29/09/2026 ,5375.0,5395.0,5315.0,5359.0,36000.0,20076625.0,3750.0,30.0,25.0
FUTSTK    ,CROMPTON  ,28/07/2026,248.9,251.45,248.05,249.55,22224550.0,4086360090.0,16367950.0,7613.0,5256.0
FUTSTK    ,SAIL      , 29/09/2026 ,163.4,166.2,162.25,162.72,2829400.0,249414665.0,1522800.0,324.0,289.0
FUTSTK    ,ONGC      , 25/08/2026 ,248.0,248.29,238.86,239.71,48195000.0,5618525647.5,23175000.0,10300.0,8596.0
FUTSTK    ,MAZDOCK   ,28/07/2026,2319.0,2343.8,2305.3,2339.8,1247625.0,5114964532.5,2196000.0,9760.0,6768.0
FUTSTK    ,WAAREEENER,28/07/2026,2702.4,2769.9,2702.4,2752.8,1145200.0,7069677877.5,2568825.0,14679.0,11025.0
FUTSTK    ,,29/09/2026,955.25,962.65,955.25,,3994900.0,1895667550.0,1978900.0,2827.0,182.0
 FUTSTK     ,JINDALSTEL,29/09/2026,1062.0,1078.7,1060.0,1076.0,620000.0,42846312.5,40000.0,64.0,60.0
FUTSTK    ,LICI      , nan ,424.0,430.55,423.2,,7940800.0,3594752770.0,8442000.0,6030.0,3878.0
FUTSTK    ,BPCL      ,29/09/2026,,321.3,317.5,320.65,1325225.0,,527325.0,267.0,210.0
FUTSTK    ,BLUESTARCO,29/09/2026,1650.0,1655.8,1631.0,,,,3900.0,,12.0
FUTSTK    ,,28/07/2026,,2555.3,2524.2,2548.4,1917000.0,,1510200.0,5034.0,4522.0
FUTSTK    , LUPIN      ,28/07/2026,2384.9,2431.6,2380.0,2413.6,1738250.0,4460888017.5,1846625.0,4345.0,3439.0
 FUTSTK     ,VBL       ,25/08/2026,460.75,467.5,455.65,465.95,45652650.0,7890685256.25,17091375.0,13405.0,10393.0
FUTSTK    , CUMMINSIND , 29/09/2026 ,5691.0,5712.0,5663.5,5701.0,358200.0,33008100.0,5800.0,29.0,24.0
FUTSTK    , TCS        ,29/09/2026,2274.0,,2274.0,2314.4,1087200.0,731846677.5,316800.0,1408.0,1139.0
FUTSTK    ,DRREDDY   ,25/08/2026,1151.3,1154.7,1142.8,1148.4,13152500.0,6820202187.5,5936250.0,9498.0,8622.0
FUTSTK    ,NTPC      ,25/08/2026,353.0,353.3,,351.65,,17103452550.0,48624000.0,32416.0,16455.0
,ETERNAL   ,28/07/2026,282.3,296.35,281.5,294.6,62766275.0,17740027845.0,60663800.0,,17315.0
FUTSTK    ,RVNL      ,28/07/2026,,228.4,224.14,224.43,,2920199128.0,12912900.0,6708.0,5241.0
FUTSTK    ,TORNTPHARM, 28/07/2026 ,4955.1,5075.0,4955.1,,617500.0,7137058112.5,,11355.0,9258.0
FUTSTK    ,ASTRAL    ,29/09/2026,1408.0,1429.0,1408.0,1419.9,94775.0,72375332.5,51000.0,120.0,
FUTSTK    ,SBIN      , 25/08/2026 ,1033.9,1033.9,1021.8,1027.5,70995750.0,23341417350.0,22749750.0,30333.0,
FUTSTK    ,BAJFINANCE, 29/09/2026 ,1045.1,1060.0,1041.3,,11521500.0,767143200.0,,967.0,
FUTSTK    ,,25/08/2026,1656.2,1668.7,1634.5,1638.9,3017300.0,1974791747.5,1199900.0,3692.0,3325.0
FUTSTK    ,LTM       , 29/09/2026 ,4094.9,4239.0,4094.8,4214.1,41850.0,64767135.0,15450.0,103.0,93.0
FUTIDX    , NIFTY      ,28/07/2026,23940.0,24045.0,23902.4,24028.0,,93601033038.5,3903120.0,60048.0,
 FUTSTK     ,ADANIENSOL,25/08/2026,1725.1,1725.1,1684.0,1710.9,17176725.0,11820382042.5,6955875.0,10305.0,6845.0
FUTSTK    , POWERGRID  , 25/08/2026 ,289.5,291.4,287.6,,,4379994665.0,15160100.0,7979.0,6237.0
 FUTSTK     ,, 29/09/2026 ,1027.5,1035.6,1013.0,1034.7,,,23400.0,36.0,29.0
FUTSTK    ,,29/09/2026,3113.3,3145.6,3113.3,3145.4,133750.0,13290650.0,4250.0,17.0,11.0
FUTSTK    ,ANGELONE  ,25/08/2026,,312.65,306.0,306.6,22495000.0,3569686625.0,11580000.0,4632.0,3899.0
FUTSTK    ,BAJAJ-AUTO,28/07/2026,11146.5,11262.0,11117.5,,844950.0,,511875.0,6825.0,5762.0
 FUTSTK     ,PREMIERENE,28/07/2026,1012.3,,1012.3,1040.5,843700.0,2308175675.0,2236650.0,3441.0,2584.0
FUTSTK    ,CANBK     ,29/09/2026,127.67,131.15,,129.09,10044000.0,268907782.5,2079000.0,,295.0
FUTSTK    ,CHOLAFIN  ,28/07/2026,1734.4,1805.0,1734.4,1787.2,5057500.0,8199706937.5,4595625.0,7353.0,
,,25/08/2026,,4765.0,4713.6,4757.5,5042450.0,8240348952.5,1739850.0,9942.0,6690.0
FUTSTK    ,HINDALCO  ,25/08/2026,955.0,958.0,946.7,951.45,45600100.0,9413764185.0,9868600.0,14098.0,8214.0
FUTSTK    ,POLYCAB   ,28/07/2026,9063.0,9063.0,8954.5,9027.0,705000.0,7388785500.0,819000.0,6552.0,5791.0
FUTSTK    ,BHARTIARTL, nan ,1924.0,1940.0,1915.0,1929.0,344850.0,146439317.5,76000.0,160.0,153.0
FUTSTK    , CHOLAFIN   ,29/09/2026,1785.0,1813.0,,1804.4,2786875.0,,675000.0,1080.0,
FUTSTK    ,JINDALSTEL,25/08/2026,1061.6,,1045.2,1069.6,10549375.0,5911731250.0,5550625.0,8881.0,6530.0
 FUTSTK     , VOLTAS     ,25/08/2026,1342.5,,1316.0,1327.1,6651000.0,3265633275.0,2454375.0,6545.0,5264.0
FUTSTK    ,JIOFIN    ,25/08/2026,237.5,,236.1,237.1,146120650.0,10596573376.0,44744000.0,19040.0,
FUTSTK    ,ZYDUSLIFE ,28/07/2026,1113.0,1125.8,1098.8,,1588500.0,2548818360.0,2292300.0,2547.0,2144.0
FUTSTK    ,PIIND     ,28/07/2026,2754.1,2773.7,2736.1,2749.4,627725.0,1891088010.0,685300.0,3916.0,
,ICICIBANK ,25/08/2026,1437.0,1442.7,1424.5,1439.5,99008700.0,34440187110.0,24030300.0,34329.0,28275.0
FUTSTK    ,RBLBANK   , 25/08/2026 ,360.45,364.85,,363.9,39042975.0,7502977437.5,20761325.0,6539.0,
FUTSTK    ,,29/09/2026,13.34,13.45,13.23,13.27,70903200.0,,18940875.0,265.0,243.0
FUTSTK    ,BLUESTARCO,,1620.0,1672.4,,1648.4,682825.0,1744218612.5,1053325.0,3241.0,2947.0
FUTSTK    ,HINDZINC  , 28/07/2026 ,537.8,540.0,527.7,529.45,12726525.0,5494900976.25,10325525.0,8429.0,5208.0
FUTSTK    , KALYANKJIL , 25/08/2026 ,576.0,586.95,565.6,567.4,,,14820300.0,10978.0,8047.0
FUTSTK    ,POWERINDIA, 28/07/2026 ,31185.0,31780.0,30920.0,31580.0,162650.0,4990728250.0,158600.0,6344.0,5255.0
FUTSTK    ,JSWSTEEL  ,28/07/2026,,1247.6,1233.0,,8133750.0,7808621062.5,6290325.0,9319.0,
,ABCAPITAL ,28/07/2026,395.1,400.5,394.05,399.95,11113500.0,3882745970.0,9768100.0,3151.0,2845.0
FUTSTK    ,GODREJPROP,25/08/2026,2055.0,2085.9,2028.0,2078.3,5772325.0,4304735857.5,2091050.0,6434.0,5554.0
FUTSTK    ,MAZDOCK   , 29/09/2026 ,2287.8,2308.9,2284.1,2305.9,187875.0,132217020.0,,256.0,237.0
 FUTSTK     ,UNOMINDA  ,,1158.9,1173.9,1142.4,1170.2,4396150.0,2420428450.0,2087250.0,3795.0,3211.0
FUTSTK    ,MOTILALOFS,28/07/2026,874.2,880.0,862.35,868.5,,1815358605.0,2091725.0,2699.0,2363.0
FUTSTK    ,HDFCBANK  ,25/08/2026,751.15,753.5,743.0,744.75,270491000.0,,62750350.0,96539.0,66171.0
FUTSTK    ,,28/07/2026,1156.9,1203.95,1146.35,1197.8,,8262935250.0,6966875.0,11147.0,9441.0
FUTSTK    , SUZLON     ,29/09/2026,53.36,53.71,52.73,53.66,10375900.0,130707257.0,2451100.0,193.0,170.0
FUTSTK    ,BSE       ,25/08/2026,3600.0,,3516.4,,6398000.0,11608659320.0,3268200.0,16341.0,12006.0
,FINNIFTY  , 28/07/2026 ,25865.1,26199.3,25865.1,26177.6,25500.0,,12600.0,210.0,
FUTSTK    ,MPHASIS   ,29/09/2026,2353.5,2378.7,2343.8,2362.8,26125.0,20746852.5,8800.0,32.0,32.0
 FUTSTK     ,GODREJPROP,28/07/2026,2047.2,,2018.0,,,3404333432.5,1662050.0,5114.0,4289.0
FUTSTK    ,BAJAJFINSV,28/07/2026,1883.2,1918.7,1883.2,1911.2,4018800.0,5809461630.0,,10162.0,9169.0
 FUTSTK     ,BHARATFORG,28/07/2026,,2190.1,2155.7,2182.0,1619500.0,5736915900.0,2644000.0,5288.0,4712.0
FUTSTK    ,PATANJALI , 25/08/2026 ,,350.6,344.25,348.9,25816125.0,4691108005.0,13507375.0,12565.0,7483.0
 FUTSTK     ,DABUR     ,28/07/2026,,428.45,423.35,426.95,10742500.0,,,6614.0,5637.0
FUTSTK    ,CAMS      ,29/09/2026,775.5,795.35,,790.65,66825.0,37061557.5,47025.0,57.0,48.0
FUTSTK    ,KAYNES    ,29/09/2026,3099.0,3152.1,3083.0,3137.1,,198421740.0,63600.0,424.0,389.0
FUTSTK    ,SUPREMEIND, 29/09/2026 ,3528.7,3529.9,3345.0,3358.2,18550.0,44492682.5,,75.0,63.0
FUTSTK    ,DRREDDY   ,29/09/2026,,1153.9,1144.6,1150.2,471875.0,108489312.5,94375.0,151.0,140.0
FUTSTK    ,MANAPPURAM,28/07/2026,356.0,362.55,355.5,361.05,37290000.0,8496631350.0,23742000.0,7914.0,4389.0
FUTSTK    ,KPITTECH  ,28/07/2026,,594.25,581.4,586.25,2939575.0,3706864757.5,,,6780.0
FUTSTK    , PIDILITIND , 29/09/2026 ,1613.4,1641.0,1613.4,1630.2,628500.0,29299950.0,18000.0,36.0,30.0
FUTSTK    , nan ,25/08/2026,1246.7,1246.7,1229.5,1235.7,72073750.0,24807339312.5,20095625.0,,21223.0
 FUTSTK     ,DLF       ,25/08/2026,644.8,654.0,644.8,653.25,40326550.0,7765879880.0,11963350.0,12593.0,6871.0
FUTSTK    ,ADANIENT  ,25/08/2026,3055.5,3071.8,3024.0,3058.9,14324931.0,17138266181.4,5631216.0,18224.0,8934.0
FUTSTK    ,OBEROIRLTY,28/07/2026,1831.1,1853.8,1821.2,1830.0,1794800.0,4192901790.0,2286200.0,6532.0,4433.0
 FUTSTK     ,,29/09/2026,3641.1,,,3669.1,18200.0,17944272.5,4900.0,28.0,27.0
 FUTSTK     ,,25/08/2026,31490.0,31960.0,31105.0,31760.0,451275.0,6447378750.0,203700.0,8148.0,6853.0
FUTSTK    ,BEL       ,28/07/2026,409.2,409.2,404.3,406.85,46021800.0,10275663813.75,25317975.0,17767.0,12152.0
 FUTSTK     , SHRIRAMFIN ,29/09/2026,1027.7,,1015.0,1049.3,5055600.0,225710760.0,,265.0,235.0
 FUTSTK     ,INOXWIND  , 28/07/2026 ,77.64,78.75,77.64,78.33,38035200.0,2320124160.0,29696000.0,4640.0,3042.0
,RADICO    ,28/07/2026,4125.1,4199.7,,4151.0,235050.0,1286780295.0,309450.0,2063.0,1644.0
FUTSTK    ,RBLBANK   ,25/08/2026,360.45,,358.25,363.9,39042975.0,7502977437.5,20761325.0,6539.0,4876.0
FUTSTK    , NBCC       ,25/08/2026,95.2,96.36,94.65,95.42,80255500.0,3755558950.0,39292500.0,6045.0,2943.0
FUTSTK    ,HINDALCO  ,,955.0,958.0,946.7,951.45,45600100.0,9413764185.0,9868600.0,14098.0,8214.0
FUTSTK    , ADANIENSOL , 29/09/2026 ,1720.7,1733.4,1696.1,1697.8,68175.0,46303515.0,27000.0,,36.0
FUTSTK    ,MCX       , 25/08/2026 ,2740.0,2778.8,2735.5,2759.3,5967900.0,7465208175.0,2707875.0,12035.0,9499.0
 FUTSTK     ,TCS       ,28/07/2026,,2315.8,2275.0,2293.8,10632150.0,27138846172.5,11808000.0,52480.0,31828.0
 FUTIDX     ,MIDCPNIFTY, 29/09/2026 ,,14695.0,14627.95,14689.85,31320.0,,12600.0,105.0,84.0
FUTSTK    ,KAYNES    ,28/07/2026,3219.9,3224.9,3170.5,3187.8,947700.0,5356490805.0,1677750.0,11185.0,7662.0
,KFINTECH  , 29/09/2026 ,860.0,946.1,860.0,933.7,115575.0,141478951.25,155250.0,270.0,251.0
FUTSTK    , SHREECEM   ,25/08/2026,26765.0,26795.0,26465.0,26735.0,296700.0,3671655750.0,137650.0,5506.0,4239.0
FUTSTK    , GMRAIRPORT ,28/07/2026,107.69,108.99,106.99,108.22,64414125.0,4446778655.25,41229225.0,5911.0,2935.0
, SOLARINDS  ,25/08/2026,,18825.0,18429.0,18744.0,688250.0,4960620100.0,266300.0,5326.0,3997.0
FUTSTK    ,PAYTM     ,28/07/2026,1289.1,1299.6,1272.1,1293.7,,11639746747.5,9045825.0,12477.0,9020.0
FUTSTK    , NATIONALUM ,,347.7,348.5,340.25,341.25,,117943312.5,343125.0,183.0,176.0
FUTIDX    ,MIDCPNIFTY,25/08/2026,14590.0,14649.25,14560.05,14646.3,1523400.0,6324053352.0,432600.0,3605.0,2770.0
FUTSTK    ,UPL       , 29/09/2026 ,616.95,618.35,613.25,615.85,188345.0,32551571.5,52845.0,39.0,39.0
FUTSTK    ,INDHOTEL  ,25/08/2026,736.0,742.0,732.5,737.05,19940000.0,4868928800.0,6612000.0,6612.0,5847.0
 nan , ABCAPITAL  ,,395.1,400.5,394.05,399.95,11113500.0,3882745970.0,9768100.0,3151.0,2845.0
FUTSTK    ,APOLLOHOSP,29/09/2026,8905.5,8958.5,8848.0,8942.5,360875.0,80131125.0,9000.0,72.0,67.0
 FUTSTK     ,IOC       ,25/08/2026,139.68,142.1,139.61,141.18,136246500.0,5588160337.5,39814125.0,8167.0,7034.0
FUTSTK    ,BHARATFORG,25/08/2026,2185.0,2201.9,2165.4,2195.4,7021500.0,6634782700.0,3041500.0,6083.0,5437.0
 FUTSTK     ,SHRIRAMFIN,28/07/2026,1020.0,1039.5,1001.7,1037.6,9514725.0,,10126875.0,12275.0,9027.0
FUTSTK    , RECLTD     ,28/07/2026,,368.95,357.7,368.45,21103425.0,7821222333.75,21454650.0,13622.0,8335.0
FUTIDX    ,BANKNIFTY ,29/09/2026,57453.8,57950.0,57453.8,57793.6,147870.0,2250118914.0,38940.0,1298.0,1095.0
FUTSTK    ,GODREJPROP,29/09/2026,2040.0,2094.9,2040.0,2091.9,133575.0,24887167.5,12025.0,37.0,
 FUTSTK     ,BOSCHLTD  ,25/08/2026,,42150.0,41150.0,,,2801915125.0,,2703.0,2059.0
 FUTSTK     ,PGEL      ,29/09/2026,586.85,592.65,584.15,586.45,114000.0,13952935.0,23750.0,25.0,24.0
FUTSTK    ,KALYANKJIL, 29/09/2026 ,576.0,587.0,565.1,566.4,635850.0,106471732.5,186300.0,138.0,131.0
FUTSTK    , RELIANCE   ,25/08/2026,1292.5,1295.2,,1286.5,87790500.0,36767682300.0,,57128.0,35066.0
FUTSTK    ,HINDUNILVR,29/09/2026,,2206.0,2189.3,2201.2,2744400.0,106228500.0,48300.0,161.0,152.0
FUTSTK    ,TITAN     , 28/07/2026 ,4710.6,4741.3,4685.7,4731.5,2561300.0,7447907232.5,,,5927.0
FUTSTK    ,NATIONALUM,28/07/2026,347.35,347.4,338.6,339.8,18523125.0,3904447500.0,11388750.0,6074.0,
FUTSTK    ,JIOFIN    ,29/09/2026,239.0,239.01,237.58,238.54,14508900.0,,1156200.0,492.0,462.0
FUTSTK    ,DALBHARAT ,25/08/2026,1750.0,1844.1,1750.0,1836.1,3486275.0,4338202180.0,2382250.0,7330.0,3715.0
FUTSTK    ,PRESTIGE  ,28/07/2026,1607.9,1649.9,1592.4,1642.4,,2707368030.0,1657800.0,3684.0,2973.0
,NESTLEIND ,25/08/2026,,1468.8,,1455.7,10311000.0,7943686650.0,5471500.0,,
FUTSTK    ,,29/09/2026,3088.3,3088.3,3046.1,3076.9,477096.0,107954433.9,35226.0,114.0,104.0
FUTSTK    , BSE        ,29/09/2026,,3610.0,3538.0,3581.6,262600.0,,134400.0,672.0,554.0
FUTSTK    ,FEDERALBNK,28/07/2026,356.0,357.5,353.9,356.05,12165000.0,7329709375.0,,8246.0,6835.0
 nan ,INDUSINDBK, 25/08/2026 ,1003.45,1018.7,1002.35,1008.3,,12146502270.0,12045600.0,17208.0,10421.0
 FUTSTK     ,MANKIND   ,28/07/2026,,2561.4,2514.2,2550.2,813750.0,1978200150.0,777250.0,3109.0,2356.0
 FUTSTK     ,BOSCHLTD  , 28/07/2026 ,42085.0,42100.0,41305.0,41425.0,22625.0,2611915625.0,62875.0,2515.0,1920.0
FUTSTK    ,LTF       , 25/08/2026 ,303.4,310.95,303.4,310.45,48755250.0,5904914062.5,19118250.0,8497.0,5749.0
FUTSTK    ,MANKIND   ,29/09/2026,2570.3,2579.8,2565.0,2573.8,7000.0,4497125.0,1750.0,7.0,
FUTIDX    ,FINNIFTY  , 28/07/2026 ,25865.1,26199.3,25865.1,26177.6,25500.0,,12600.0,210.0,190.0
FUTSTK    ,LUPIN     , 25/08/2026 ,2385.0,2441.0,2385.0,2425.3,4829275.0,,2277575.0,5359.0,4380.0
FUTSTK    ,ICICIGI   , 28/07/2026 ,1684.1,1698.7,1657.8,1682.8,1784250.0,3615563445.0,2147925.0,,5318.0
,POLICYBZR , 29/09/2026 ,1555.9,1571.0,1555.9,1567.0,40950.0,9307865.0,,17.0,16.0
FUTSTK    ,CIPLA     ,25/08/2026,1425.5,1425.5,1400.0,1413.8,9590125.0,4658959947.5,3295450.0,7754.0,6838.0
FUTSTK    ,,25/08/2026,,2753.7,,2737.7,6631975.0,7108625580.0,2602600.0,14872.0,11149.0
FUTSTK    ,,28/07/2026,236.0,237.3,235.41,236.43,62380750.0,10440404807.5,44205850.0,18811.0,12698.0
FUTSTK    ,DMART     , 25/08/2026 ,4010.0,4081.5,4010.0,4026.4,4231350.0,6335518140.0,1563600.0,,8332.0
FUTSTK    ,TATAELXSI ,29/09/2026,3500.9,3557.0,3465.7,3551.0,145000.0,155329250.0,44000.0,352.0,299.0
FUTSTK    , HDFCBANK   , 29/09/2026 ,758.6,758.6,747.6,749.7,35917700.0,1702423255.0,2269150.0,3491.0,3359.0
FUTSTK    , DELHIVERY  ,,472.0,472.0,462.55,470.7,20911850.0,5235136812.5,11196700.0,5396.0,4043.0
FUTSTK    ,GLENMARK  ,29/09/2026,,2239.0,2220.0,2220.5,20250.0,12537412.5,5625.0,15.0,14.0
FUTSTK    ,HDFCLIFE  , 29/09/2026 ,564.45,565.0,558.1,560.4,5839900.0,1801886955.0,3202100.0,2911.0,297.0
FUTSTK    , VMM        ,28/07/2026,109.22,,107.16,110.34,9544800.0,1191470254.5,10965850.0,2261.0,2047.0
, ABB        ,25/08/2026,7380.5,7380.5,7225.0,7335.5,1913625.0,6926775437.5,949500.0,7596.0,6382.0
 FUTSTK     ,TRENT     ,29/09/2026,2899.7,2947.6,2899.7,2932.5,254475.0,232072785.0,79200.0,352.0,308.0
FUTSTK    ,NESTLEIND , 28/07/2026 ,1444.0,1461.3,1436.1,1447.4,6363000.0,7221415200.0,5000500.0,10001.0,6552.0
 FUTSTK     ,INDUSTOWER, 29/09/2026 ,400.15,400.15,389.8,392.1,3709400.0,93970220.0,238000.0,140.0,131.0
 FUTSTK     , DABUR      , 29/09/2026 ,429.5,433.0,429.5,432.15,1626250.0,,120000.0,96.0,86.0
FUTSTK    ,GVT&D     ,28/07/2026,4165.8,,,4206.9,726000.0,3058033437.5,719000.0,5752.0,4929.0
FUTSTK    ,COLPAL    , 25/08/2026 ,2100.0,2170.0,,2148.8,3816175.0,3813362300.0,1777050.0,6462.0,5212.0
FUTSTK    ,UNIONBANK ,25/08/2026,172.51,174.23,170.62,171.09,109934700.0,5949043366.5,,7828.0,5900.0
FUTSTK    ,SHREECEM  ,,26470.0,26680.0,26470.0,26645.0,1225.0,13977125.0,525.0,21.0,19.0
FUTSTK    ,OFSS      ,25/08/2026,10799.0,11234.0,10749.0,11136.0,1173200.0,7701281400.0,693900.0,6939.0,6226.0
FUTSTK    ,,29/09/2026,1280.3,1302.7,1273.1,1297.2,415200.0,341880360.0,263600.0,659.0,617.0
FUTSTK    ,MANAPPURAM, 29/09/2026 ,358.85,364.0,358.85,364.0,,20601000.0,57000.0,19.0,19.0
FUTSTK    ,IOC       ,29/09/2026,141.0,142.6,140.44,142.06,6191250.0,91595400.0,648375.0,133.0,122.0
,MAXHEALTH ,29/09/2026,1104.2,1115.5,1104.2,1113.3,36750.0,9326992.5,8400.0,16.0,16.0
FUTSTK    ,PGEL      ,,584.9,591.45,580.0,583.35,8589900.0,2942701237.5,5046400.0,5312.0,
 FUTSTK     ,, 29/09/2026 ,127.25,129.78,127.24,128.58,826500.0,47997247.5,374100.0,86.0,83.0
FUTSTK    ,BDL       , nan ,1249.9,1264.0,1234.9,,1986450.0,,3296300.0,7756.0,6632.0
FUTSTK    ,NAUKRI    ,28/07/2026,1173.0,1204.1,1173.0,1193.5,5785450.0,5636298745.0,4719000.0,8580.0,5892.0
FUTSTK    ,,25/08/2026,1056.6,1082.8,1048.9,1076.2,6607250.0,3561900095.0,3333200.0,5128.0,4048.0
FUTSTK    ,PAGEIND   ,28/07/2026,,40505.0,39670.0,39825.0,90220.0,,80460.0,4023.0,3212.0
 FUTSTK     , BAJAJ-AUTO ,25/08/2026,11220.0,11327.0,11167.5,11262.0,1906800.0,7140364425.0,634275.0,8457.0,7313.0
 FUTSTK     ,ICICIBANK ,25/08/2026,1437.0,1442.7,1424.5,1439.5,99008700.0,34440187110.0,24030300.0,34329.0,28275.0
FUTSTK    , GODFRYPHLP ,28/07/2026,2152.0,2253.3,2109.0,2198.4,507650.0,3000142887.5,1361800.0,4952.0,3895.0
FUTSTK    ,TATAPOWER ,,378.75,380.25,376.2,379.2,39748850.0,5049733097.5,13370450.0,9221.0,6819.0
FUTSTK    ,MAZDOCK   ,25/08/2026,2315.0,2315.0,2284.7,2310.3,4720500.0,5303797087.5,2304900.0,,
,GRASIM    ,25/08/2026,3125.0,3126.6,,3122.5,11226500.0,9067819600.0,2916250.0,11665.0,7427.0
 FUTSTK     ,ADANIPORTS,25/08/2026,,1795.0,1764.6,1782.4,17236325.0,9122150182.5,5137125.0,10815.0,8108.0
FUTSTK    , BANDHANBNK ,28/07/2026,167.11,170.5,167.0,169.36,28162800.0,5300488440.0,31291200.0,8692.0,6139.0
 FUTSTK     ,COCHINSHIP,28/07/2026,,1406.8,1387.5,1402.8,2241200.0,3978555480.0,2847600.0,7119.0,5010.0
FUTSTK    , APLAPOLLO  ,28/07/2026,1836.7,1865.2,1826.0,1850.1,,3117939300.0,1680700.0,,2606.0
FUTSTK    , KOTAKBANK  , 25/08/2026 ,389.5,390.6,385.65,,,18026882700.0,46520000.0,23260.0,15531.0
 FUTSTK     , nan , 29/09/2026 ,112.49,113.33,112.1,112.99,14152000.0,198472400.0,1760000.0,220.0,201.0
FUTSTK    ,OIL       ,29/09/2026,436.35,440.6,433.55,437.1,190400.0,16561580.0,37800.0,27.0,21.0
FUTSTK    ,EICHERMOT ,25/08/2026,7587.0,,7587.0,7743.0,3883000.0,9091781500.0,1178000.0,11780.0,10211.0
FUTSTK    ,,29/09/2026,545.0,545.0,534.1,,847700.0,146420575.0,271950.0,222.0,216.0
FUTSTK    , nan ,25/08/2026,2548.9,2569.7,2536.8,2562.9,5593200.0,3886319520.0,1518000.0,5060.0,4455.0
,BANKINDIA ,29/09/2026,,144.6,138.35,139.45,2579200.0,241625072.0,1710800.0,329.0,291.0
FUTSTK    ,PGEL      ,28/07/2026,581.95,587.8,577.1,580.75,3450400.0,2721316895.0,4689200.0,4936.0,3450.0
 FUTSTK     , nan ,25/08/2026,1764.8,1816.0,1760.7,1798.7,11566875.0,10200759937.5,5681875.0,9091.0,7796.0
FUTSTK    ,LAURUSLABS, 29/09/2026 ,1630.0,1738.0,1630.0,1723.0,393550.0,697763045.0,410550.0,483.0,448.0
FUTSTK    ,APOLLOHOSP,28/07/2026,8790.0,8865.0,8752.5,8849.5,,3953196437.5,448625.0,3589.0,3107.0
