underlying_symbol,contract_symbol,contract_type,strike_price,expiry_date,lot_size,spot_price,ltp,bid,ask,iv_pct,delta,gamma,theta,vega,rho,volume,open_interest,trade_date
BANKNIFTY,BANKNIFTY_20261001_51150_PE,PE,51150,2026-10-01,15,52100.0,135.06,134.56,135.56,16.89,-0.1972,0.000228,-22.3048,20.0259,-1.9959,23370,56971,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51200_CE,CE,51200,2026-10-01,15,52100.0,1092.81,1092.31,1093.31,16.08,0.8022,0.00024,-30.2914,20.0627,7.8062,17253,134144,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51200_PE,PE,51200,2026-10-01,15,52100.0,145.42,144.92,145.92,16.88,-0.2089,0.000236,-23.0346,20.7291,-2.1151,23294,39304,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51250_CE,CE,51250,2026-10-01,15,52100.0,1053.27,1052.77,1053.77,16.07,0.7899,0.000249,-31.0233,20.7999,7.6905,4786,34163,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51250_PE,PE,51250,2026-10-01,15,52100.0,156.39,155.89,156.89,16.88,-0.221,0.000244,-23.7451,21.4198,-2.2383,94216,189869,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51300_CE,CE,51300,2026-10-01,15,52100.0,1014.36,1013.86,1014.86,16.07,0.7771,0.000257,-31.7344,21.5231,7.5702,40022,139116,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51300_PE,PE,51300,2026-10-01,15,52100.0,167.98,167.48,168.48,16.87,-0.2335,0.000252,-24.4331,22.0953,-2.3656,118945,231313,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51350_CE,CE,51350,2026-10-01,15,52100.0,976.12,975.62,976.62,16.06,0.7639,0.000266,-32.4212,22.229,7.4456,57624,271859,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51350_PE,PE,51350,2026-10-01,15,52100.0,180.22,179.72,180.72,16.87,-0.2464,0.000259,-25.0952,22.7526,-2.4968,17316,157732,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51400_CE,CE,51400,2026-10-01,15,52100.0,938.55,938.05,939.05,16.06,0.7503,0.000274,-33.08,22.9142,7.3166,24001,60762,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51400_PE,PE,51400,2026-10-01,15,52100.0,193.11,192.61,193.61,16.86,-0.2597,0.000266,-25.7282,23.3889,-2.6318,132620,274927,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51450_CE,CE,51450,2026-10-01,15,52100.0,901.68,901.18,902.18,16.06,0.7363,0.000282,-33.7072,23.5756,7.1835,71204,158316,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51450_PE,PE,51450,2026-10-01,15,52100.0,206.69,206.19,207.19,16.86,-0.2733,0.000273,-26.3289,24.0015,-2.7705,61584,247968,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51500_CE,CE,51500,2026-10-01,15,52100.0,865.54,865.04,866.04,16.05,0.7218,0.00029,-34.2994,24.21,7.0464,11726,45306,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51500_PE,PE,51500,2026-10-01,15,52100.0,220.96,220.46,221.46,16.85,-0.2873,0.00028,-26.8941,24.5877,-2.9127,64606,109875,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51550_CE,CE,51550,2026-10-01,15,52100.0,830.12,829.62,830.62,16.05,0.7071,0.000297,-34.8531,24.8142,6.9055,137408,294580,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51550_PE,PE,51550,2026-10-01,15,52100.0,235.95,235.45,236.45,16.85,-0.3016,0.000287,-27.4208,25.1448,-3.0583,129344,227654,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51600_CE,CE,51600,2026-10-01,15,52100.0,795.47,794.97,795.97,16.04,0.6919,0.000304,-35.3651,25.3851,6.761,71105,203699,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51600_PE,PE,51600,2026-10-01,15,52100.0,251.66,251.16,252.16,16.84,-0.3161,0.000293,-27.9063,25.6701,-3.2071,82781,225826,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51650_CE,CE,51650,2026-10-01,15,52100.0,761.58,761.08,762.08,16.04,0.6765,0.00031,-35.8323,25.92,6.613,16205,34644,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51650_PE,PE,51650,2026-10-01,15,52100.0,268.12,267.62,268.62,16.84,-0.331,0.000298,-28.3476,26.1614,-3.3589,33687,61439,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51700_CE,CE,51700,2026-10-01,15,52100.0,728.48,727.98,728.98,16.03,0.6607,0.000317,-36.2517,26.4159,6.4618,114764,194259,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51700_PE,PE,51700,2026-10-01,15,52100.0,285.33,284.83,285.83,16.83,-0.3462,0.000304,-28.7424,26.6162,-3.5134,33338,57595,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51750_CE,CE,51750,2026-10-01,15,52100.0,696.18,695.68,696.68,16.03,0.6447,0.000322,-36.6208,26.8704,6.3077,83246,222652,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51750_PE,PE,51750,2026-10-01,15,52100.0,303.31,302.81,303.81,16.83,-0.3615,0.000309,-29.0882,27.0324,-3.6706,154203,257280,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51800_CE,CE,51800,2026-10-01,15,52100.0,664.7,664.2,665.2,16.02,0.6284,0.000327,-36.937,27.281,6.1509,94734,282772,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51800_PE,PE,51800,2026-10-01,15,52100.0,322.08,321.58,322.58,16.83,-0.3771,0.000313,-29.3829,27.4081,-3.8301,24038,192090,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51850_CE,CE,51850,2026-10-01,15,52100.0,634.04,633.54,634.54,16.02,0.6118,0.000331,-37.1981,27.6455,5.9917,15095,129984,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51850_PE,PE,51850,2026-10-01,15,52100.0,341.63,341.13,342.13,16.82,-0.3929,0.000317,-29.6245,27.7413,-3.9918,7637,15324,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51900_CE,CE,51900,2026-10-01,15,52100.0,604.22,603.72,604.72,16.02,0.5951,0.000335,-37.4022,27.9621,5.8303,79596,144104,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51900_PE,PE,51900,2026-10-01,15,52100.0,361.98,361.48,362.48,16.82,-0.4089,0.00032,-29.8115,28.0305,-4.1553,65854,255868,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51950_CE,CE,51950,2026-10-01,15,52100.0,575.24,574.74,575.74,16.01,0.5782,0.000339,-37.5478,28.2289,5.6671,29445,86791,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_51950_PE,PE,51950,2026-10-01,15,52100.0,383.14,382.64,383.64,16.81,-0.425,0.000323,-29.9424,28.2743,-4.3204,4959,46338,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52000_CE,CE,52000,2026-10-01,15,52100.0,547.11,546.61,547.61,16.01,0.5612,0.000341,-37.6334,28.4447,5.5023,902,8280,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52000_PE,PE,52000,2026-10-01,15,52100.0,405.11,404.61,405.61,16.81,-0.4413,0.000325,-30.0162,28.4716,-4.4868,77548,183695,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52050_CE,CE,52050,2026-10-01,15,52100.0,519.84,519.34,520.34,16.0,0.5441,0.000343,-37.6583,28.6083,5.3364,67924,186896,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52050_PE,PE,52050,2026-10-01,15,52100.0,427.89,427.39,428.39,16.8,-0.4576,0.000327,-30.0319,28.6213,-4.6544,39079,333244,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52100_CE,CE,52100,2026-10-01,15,52100.0,493.43,492.93,493.93,16.0,0.5268,0.000345,-37.6217,28.7188,5.1695,44867,213437,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52100_PE,PE,52100,2026-10-01,15,52100.0,451.5,451.0,452.0,16.8,-0.474,0.000328,-29.9891,28.7228,-4.8227,7578,18032,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52150_CE,CE,52150,2026-10-01,15,52100.0,467.88,467.38,468.38,16.0,0.5096,0.000346,-37.5233,28.7756,5.002,64187,236269,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52150_PE,PE,52150,2026-10-01,15,52100.0,475.93,475.43,476.43,16.8,-0.4904,0.000329,-29.8876,28.7757,-4.9916,24022,84465,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52200_CE,CE,52200,2026-10-01,15,52100.0,443.2,442.7,443.7,15.99,0.4923,0.000346,-37.3633,28.7786,4.8343,122714,298246,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52200_PE,PE,52200,2026-10-01,15,52100.0,501.18,500.68,501.68,16.79,-0.5069,0.000329,-29.7273,28.7797,-5.1607,146511,273894,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52250_CE,CE,52250,2026-10-01,15,52100.0,419.38,418.88,419.88,15.99,0.4751,0.000345,-37.1421,28.7278,4.6666,12484,26819,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52250_PE,PE,52250,2026-10-01,15,52100.0,527.25,526.75,527.75,16.79,-0.5233,0.000329,-29.5086,28.7349,-5.3297,27311,266893,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52300_CE,CE,52300,2026-10-01,15,52100.0,396.42,395.92,396.92,15.99,0.4579,0.000344,-36.8603,28.6236,4.4993,17434,125460,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52300_PE,PE,52300,2026-10-01,15,52100.0,554.15,553.65,554.65,16.78,-0.5397,0.000328,-29.2323,28.6416,-5.4985,35107,60660,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52350_CE,CE,52350,2026-10-01,15,52100.0,374.31,373.81,374.81,15.98,0.4408,0.000342,-36.5192,28.4666,4.3327,8562,43402,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52350_PE,PE,52350,2026-10-01,15,52100.0,581.86,581.36,582.36,16.78,-0.556,0.000326,-28.8992,28.5003,-5.6666,29009,71399,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52400_CE,CE,52400,2026-10-01,15,52100.0,353.06,352.56,353.56,15.98,0.4238,0.00034,-36.12,28.2578,4.1672,14507,54159,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52400_PE,PE,52400,2026-10-01,15,52100.0,610.38,609.88,610.88,16.78,-0.5722,0.000324,-28.5107,28.3119,-5.8339,89378,226762,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52450_CE,CE,52450,2026-10-01,15,52100.0,332.65,332.15,333.15,15.97,0.407,0.000337,-35.6647,27.9984,4.003,67573,163394,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52450_PE,PE,52450,2026-10-01,15,52100.0,639.7,639.2,640.2,16.77,-0.5882,0.000322,-28.0681,28.0773,-6.0,49610,90738,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52500_CE,CE,52500,2026-10-01,15,52100.0,313.07,312.57,313.57,15.97,0.3904,0.000333,-35.1551,27.69,3.8404,84600,149436,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52500_PE,PE,52500,2026-10-01,15,52100.0,669.82,669.32,670.32,16.77,-0.6041,0.000318,-27.5733,27.7979,-6.1647,17498,95243,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52550_CE,CE,52550,2026-10-01,15,52100.0,294.32,293.82,294.82,15.97,0.3739,0.000329,-34.5937,27.3343,3.6797,15842,128679,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52550_PE,PE,52550,2026-10-01,15,52100.0,700.73,700.23,701.23,16.77,-0.6199,0.000315,-27.0283,27.475,-6.3278,133274,249730,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52600_CE,CE,52600,2026-10-01,15,52100.0,276.38,275.88,276.88,15.96,0.3577,0.000324,-33.983,26.9333,3.5212,2611,16570,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52600_PE,PE,52600,2026-10-01,15,52100.0,732.42,731.92,732.92,16.76,-0.6354,0.000311,-26.4354,27.1103,-6.489,72111,185165,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52650_CE,CE,52650,2026-10-01,15,52100.0,259.23,258.73,259.73,15.96,0.3418,0.000319,-33.3257,26.4892,3.3652,10295,24138,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52650_PE,PE,52650,2026-10-01,15,52100.0,764.87,764.37,765.37,16.76,-0.6507,0.000306,-25.797,26.7058,-6.6481,11759,45479,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52700_CE,CE,52700,2026-10-01,15,52100.0,242.88,242.38,243.38,15.96,0.3261,0.000313,-32.625,26.0045,3.2119,69546,125897,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52700_PE,PE,52700,2026-10-01,15,52100.0,798.08,797.58,798.58,16.76,-0.6657,0.000301,-25.1157,26.2633,-6.8048,59484,120229,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52750_CE,CE,52750,2026-10-01,15,52100.0,227.29,226.79,227.79,15.96,0.3108,0.000307,-31.884,25.4818,3.0616,130443,226965,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52750_PE,PE,52750,2026-10-01,15,52100.0,832.03,831.53,832.53,16.75,-0.6805,0.000296,-24.3943,25.7851,-6.9589,135850,267280,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52800_CE,CE,52800,2026-10-01,15,52100.0,212.46,211.96,212.96,15.95,0.2958,0.0003,-31.1061,24.9237,2.9144,35526,137299,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52800_PE,PE,52800,2026-10-01,15,52100.0,866.7,866.2,867.2,16.75,-0.695,0.00029,-23.636,25.2736,-7.1103,32464,138676,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52850_CE,CE,52850,2026-10-01,15,52100.0,198.36,197.86,198.86,15.95,0.2811,0.000293,-30.2947,24.3333,2.7706,6066,19105,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52850_PE,PE,52850,2026-10-01,15,52100.0,902.08,901.58,902.58,16.75,-0.7092,0.000284,-22.8436,24.731,-7.2588,93513,157295,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52900_CE,CE,52900,2026-10-01,15,52100.0,184.97,184.47,185.47,15.95,0.2668,0.000286,-29.4535,23.7135,2.6303,70075,197013,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52900_PE,PE,52900,2026-10-01,15,52100.0,938.16,937.66,938.66,16.74,-0.723,0.000277,-22.0204,24.16,-7.4041,159131,288462,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52950_CE,CE,52950,2026-10-01,15,52100.0,172.29,171.79,172.79,15.94,0.2529,0.000278,-28.5862,23.0674,2.4938,19951,53408,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_52950_PE,PE,52950,2026-10-01,15,52100.0,974.92,974.42,975.42,16.74,-0.7365,0.00027,-21.1698,23.5632,-7.5462,100132,194452,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_53000_CE,CE,53000,2026-10-01,15,52100.0,160.28,159.78,160.78,15.94,0.2394,0.00027,-27.6963,22.398,2.3611,45159,160951,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_53000_PE,PE,53000,2026-10-01,15,52100.0,1012.33,1011.83,1012.83,16.74,-0.7497,0.000263,-20.295,22.9432,-7.6848,8468,42503,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_53050_CE,CE,53050,2026-10-01,15,52100.0,148.93,148.43,149.43,15.94,0.2263,0.000262,-26.7878,21.7086,2.2324,74200,246132,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_53050_PE,PE,53050,2026-10-01,15,52100.0,1050.39,1049.89,1050.89,16.74,-0.7625,0.000256,-19.3993,22.3027,-7.82,21845,88087,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_53100_CE,CE,53100,2026-10-01,15,52100.0,138.22,137.72,138.72,15.94,0.2136,0.000253,-25.8642,21.0024,2.1078,143668,267182,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_53100_PE,PE,53100,2026-10-01,15,52100.0,1089.06,1088.56,1089.56,16.73,-0.7749,0.000248,-18.4862,21.6445,-7.9515,62045,259921,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_53150_CE,CE,53150,2026-10-01,15,52100.0,128.12,127.62,128.62,15.93,0.2014,0.000245,-24.9292,20.2824,1.9875,70370,135917,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_53150_PE,PE,53150,2026-10-01,15,52100.0,1128.35,1127.85,1128.85,16.73,-0.7869,0.000241,-17.559,20.9713,-8.0792,36236,107131,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_53200_CE,CE,53200,2026-10-01,15,52100.0,118.61,118.11,119.11,15.93,0.1896,0.000236,-23.9865,19.5518,1.8714,71850,293180,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_53200_PE,PE,53200,2026-10-01,15,52100.0,1168.21,1167.71,1168.71,16.73,-0.7986,0.000233,-16.6211,20.2859,-8.2032,1528,12461,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_53250_CE,CE,53250,2026-10-01,15,52100.0,109.68,109.18,110.18,15.93,0.1782,0.000227,-23.0395,18.8136,1.7596,22570,47692,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_53250_PE,PE,53250,2026-10-01,15,52100.0,1208.64,1208.14,1209.14,16.73,-0.8098,0.000225,-15.6755,19.5908,-8.3233,60987,112502,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_53300_CE,CE,53300,2026-10-01,15,52100.0,101.29,100.79,101.79,15.93,0.1673,0.000218,-22.0916,18.0709,1.6522,72143,204764,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_53300_PE,PE,53300,2026-10-01,15,52100.0,1249.61,1249.11,1250.11,16.72,-0.8207,0.000217,-14.7257,18.8888,-8.4395,98726,224661,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_53350_CE,CE,53350,2026-10-01,15,52100.0,93.42,92.92,93.92,15.92,0.1568,0.000209,-21.1462,17.3264,1.5491,115120,206185,2026-09-24 02:32:26
BANKNIFTY,BANKNIFTY_20261001_53350_PE,PE,53350,2026-10-01,15,52100.0,1291.1,1290.6,1291.6,16.72,-0.8311,0.000209,-13.7746,18.1824,-8.5517,33533,64932,2026-09-24 02:32:26
